ID	ra_center	dec_center
128	202.583300	-65.795900
129	211.814000	-65.795900
130	221.044800	-65.795900
131	230.275600	-65.795900
132	239.506300	-65.795900
133	248.737100	-65.795900
134	257.967900	-65.795900
135	267.198600	-65.795900
136	276.429400	-65.795900
137	285.660200	-65.795900
138	294.890900	-65.795900
139	304.121700	-65.795900
140	313.352500	-65.795900
141	322.583300	-65.795900
142	331.814000	-65.795900
143	341.044800	-65.795900
144	350.275600	-65.795900
145	359.576700	-61.796600
146	7.576700	-61.796600
147	15.576700	-61.796600
148	23.576700	-61.796600
149	31.576700	-61.796600
150	39.576700	-61.796600
151	47.576700	-61.796600
152	55.576700	-61.796600
153	63.576700	-61.796600
154	71.576700	-61.796600
155	79.576700	-61.796600
156	87.576700	-61.796600
157	95.576700	-61.796600
158	103.576700	-61.796600
159	111.576700	-61.796600
160	119.576700	-61.796600
161	127.576700	-61.796600
162	135.576700	-61.796600
163	143.576700	-61.796600
164	151.576700	-61.796600
165	159.576700	-61.796600
166	167.576700	-61.796600
167	175.576700	-61.796600
168	183.576700	-61.796600
169	191.576700	-61.796600
170	199.576700	-61.796600
171	207.576700	-61.796600
172	215.576700	-61.796600
173	223.576700	-61.796600
174	231.576700	-61.796600
175	239.576700	-61.796600
176	247.576700	-61.796600
177	255.576700	-61.796600
178	263.576700	-61.796600
179	271.576700	-61.796600
180	279.576700	-61.796600
181	287.576700	-61.796600
182	295.576700	-61.796600
183	303.576700	-61.796600
184	311.576700	-61.796600
185	319.576700	-61.796600
186	327.576700	-61.796600
187	335.576700	-61.796600
188	343.576700	-61.796600
189	351.576700	-61.796600
190	359.622000	-57.796800
191	6.822000	-57.796800
192	14.022000	-57.796800
193	21.222000	-57.796800
194	28.422000	-57.796800
195	35.622000	-57.796800
196	42.822000	-57.796800
197	50.022000	-57.796800
198	57.222000	-57.796800
199	64.422000	-57.796800
200	71.622000	-57.796800
201	78.822000	-57.796800
202	86.022000	-57.796800
203	93.222000	-57.796800
204	100.422000	-57.796800
205	107.622000	-57.796800
206	114.822000	-57.796800
207	122.022000	-57.796800
208	129.222000	-57.796800
209	136.422000	-57.796800
210	143.622000	-57.796800
211	150.822000	-57.796800
212	158.022000	-57.796800
213	165.222000	-57.796800
214	172.422000	-57.796800
215	179.622000	-57.796800
216	186.822000	-57.796800
217	194.022000	-57.796800
218	201.222000	-57.796800
219	208.422000	-57.796800
220	215.622000	-57.796800
221	222.822000	-57.796800
222	230.022000	-57.796800
223	237.222000	-57.796800
224	244.422000	-57.796800
225	251.622000	-57.796800
226	258.822000	-57.796800
227	266.022000	-57.796800
228	273.222000	-57.796800
229	280.422000	-57.796800
230	287.622000	-57.796800
231	294.822000	-57.796800
232	302.022000	-57.796800
233	309.222000	-57.796800
234	316.422000	-57.796800
235	323.622000	-57.796800
236	330.822000	-57.796800
237	338.022000	-57.796800
238	345.222000	-57.796800
239	352.422000	-57.796800
240	359.658700	-53.797500
241	6.204100	-53.797500
242	12.749600	-53.797500
243	19.295000	-53.797500
244	25.840500	-53.797500
245	32.386000	-53.797500
246	38.931400	-53.797500
247	45.476900	-53.797500
248	52.022300	-53.797500
249	58.567800	-53.797500
250	65.113200	-53.797500
251	71.658700	-53.797500
252	78.204100	-53.797500
253	84.749600	-53.797500
254	91.295000	-53.797500
255	97.840500	-53.797500
256	104.386000	-53.797500
257	110.931400	-53.797500
258	117.476900	-53.797500
259	124.022300	-53.797500
260	130.567800	-53.797500
